Count,Name,Position X,Position Y,Position Z,Rotation,#,#(1),#(2),CSV_CLEANED
1,F3,"-1371'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1365'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1359'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1346'-11 9/16""","92'-9 13/16""","0'-0""",0.00,,,,true
1,F3,"-1353'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1341'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,BCS Speaker,"-1357'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F9,"-1368'-10 3/4""","121'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1375'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1369'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F9,"-1347'-4 5/16""","71'-4 7/16""","0'-0""",0.00,,,,true
1,F9,"-1341'-4 5/16""","71'-4 7/16""","0'-0""",0.00,,,,true
1,F3,"-1347'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,SPEAKER,"-1353'-2 9/16""","151'-2""","0'-0""",0.00,,,,true
1,F3,"-1342'-11 9/16""","96'-9 13/16""","0'-0""",0.00,,,,true
1,F3,"-1358'-0 13/16""","108'-5""","0'-0""",0.00,,,,true
1,SPEAKER,"-1400'-4 1/4""","186'-10 7/16""","0'-0""",0.00,,,,true
1,E1,"-1341'-2 3/16""","177'-2 3/16""","0'-0""",90.00,,,,true
1,E2,"-1446'-11""","145'-6""","0'-0""",0.00,,,,true
1,E2,"-1446'-11""","86'-0 9/16""","0'-0""",0.00,,,,true
1,E2,"-1402'-2 13/16""","86'-0 9/16""","0'-0""",270.00,,,,true
1,E2,"-1408'-9 15/16""","54'-6 15/16""","0'-0""",180.00,,,,true
1,Room Name 106B STORAGEAREA BACK OF HOUSE,"-1447'-10 3/8""","199'-2 1/8""","0'-0""",0.00,106B,STORAGEAREA,BACK OF HOUSE,true
1,F3,"-1342'-11 9/16""","92'-9 13/16""","0'-0""",0.00,,,,true
1,F13,"-1428'-10 11/16""","199'-4 13/16""","0'-0""",90.00,,,,true
1,F13,"-1407'-11 3/16""","205'-9 3/16""","0'-0""",90.00,,,,true
1,F13,"-1392'-11 1/16""","205'-9 3/16""","0'-0""",90.00,,,,true
1,E1,"-1400'-8""","177'-2 3/16""","0'-0""",90.00,,,,true
1,E2,"-1424'-5 1/16""","204'-7 15/16""","0'-0""",270.00,,,,true
1,E1,"-1424'-6 7/8""","177'-2 3/16""","0'-0""",270.00,,,,true
1,F3,"-1354'-0 13/16""","104'-5""","0'-0""",0.00,,,,true
1,F3,"-1354'-0 13/16""","108'-5""","0'-0""",0.00,,,,true
1,F13,"-1400'-5 1/8""","205'-9 3/16""","0'-0""",90.00,,,,true
1,F3,"-1368'-7 13/16""","92'-3 7/8""","0'-0""",0.00,,,,true
1,F9,"-1356'-0 11/16""","71'-4 7/16""","0'-0""",0.00,,,,true
1,E1,"-1377'-9 5/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1346'-11 9/16""","108'-5 1/16""","0'-0""",0.00,,,,true
1,F3,"-1354'-0 13/16""","92'-9 13/16""","0'-0""",0.00,,,,true
1,F3,"-1354'-0 13/16""","96'-9 13/16""","0'-0""",0.00,,,,true
1,F3,"-1358'-0 13/16""","92'-9 13/16""","0'-0""",0.00,,,,true
1,F3,"-1352'-0 3/16""","81'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1352'-0 3/16""","77'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1358'-1 1/16""","81'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1342'-11 9/16""","108'-5 1/16""","0'-0""",0.00,,,,true
1,F3,"-1358'-1 1/16""","77'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1344'-2 3/8""","77'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1333'-10 1/4""","81'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1333'-10 1/4""","77'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1363'-7 1/16""","123'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1363'-7 1/16""","119'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1358'-1 1/16""","123'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1358'-1 1/16""","119'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1344'-2 3/8""","81'-11 7/8""","0'-0""",0.00,,,,true
1,F3,"-1352'-0 3/16""","123'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1342'-11 9/16""","104'-5 1/16""","0'-0""",0.00,,,,true
1,F3,"-1347'-5 9/16""","102'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1336'-11 5/16""","108'-11 1/16""","0'-0""",0.00,,,,true
1,F3,"-1336'-11 1/4""","92'-3 13/16""","0'-0""",0.00,,,,true
1,F3,"-1364'-0 13/16""","104'-5 1/8""","0'-0""",0.00,,,,true
1,F3,"-1368'-0 13/16""","104'-5 1/8""","0'-0""",0.00,,,,true
1,F3,"-1364'-0 13/16""","108'-5 1/8""","0'-0""",0.00,,,,true
1,F3,"-1332'-4 1/4""","104'-5 1/8""","0'-0""",0.00,,,,true
1,F3,"-1336'-4 1/4""","104'-5 1/8""","0'-0""",0.00,,,,true
1,F3,"-1347'-5 9/16""","98'-6 13/16""","0'-0""",0.00,,,,true
1,F3,"-1332'-4 1/4""","108'-5 1/8""","0'-0""",0.00,,,,true
1,F3,"-1336'-4 1/4""","96'-9 7/8""","0'-0""",180.00,,,,true
1,F3,"-1332'-4 1/4""","92'-9 7/8""","0'-0""",180.00,,,,true
1,F3,"-1364'-0 13/16""","96'-9 15/16""","0'-0""",180.00,,,,true
1,F3,"-1368'-0 13/16""","96'-9 15/16""","0'-0""",180.00,,,,true
1,F3,"-1364'-0 13/16""","92'-9 15/16""","0'-0""",180.00,,,,true
1,F3,"-1358'-6 13/16""","102'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1358'-6 13/16""","98'-6 13/16""","0'-0""",0.00,,,,true
1,F3,"-1332'-4 1/4""","96'-9 7/8""","0'-0""",180.00,,,,true
1,E2,"-1349'-0 1/16""","113'-8 1/16""","0'-0""",180.00,,,,true
1,F3,"-1352'-0 3/16""","119'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1344'-2 5/16""","119'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1351'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1357'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1339'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1363'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,BCS Speaker,"-1355'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1333'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1369'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1345'-0 1/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,E1,"-1377'-9 5/16""","87'-6 3/8""","0'-0""",0.00,,,,true
1,F3,"-1351'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1357'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1339'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1363'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,BCS Speaker,"-1355'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1333'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1375'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1345'-0 1/16""","113'-8 1/16""","0'-0""",0.00,,,,true
1,F3,"-1344'-2 5/16""","123'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1388'-3 11/16""","56'-9 1/4""","0'-0""",0.00,,,,true
1,F3,"-1370'-3 11/16""","56'-9 1/4""","0'-0""",0.00,,,,true
1,F3,"-1333'-10 1/4""","123'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1333'-10 1/4""","119'-2 1/16""","0'-0""",0.00,,,,true
1,F9,"-1374'-10 3/4""","121'-2 1/16""","0'-0""",0.00,,,,true
1,F3,"-1383'-1 1/8""","70'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1377'-1 1/8""","70'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1389'-1 1/8""","70'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1383'-1 1/8""","76'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1364'-3 11/16""","56'-9 1/4""","0'-0""",0.00,,,,true
1,F3,"-1377'-1 1/8""","76'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1383'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1377'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1389'-1 1/8""","64'-8 9/16""","0'-0""",0.00,,,,true
1,E1,"-1386'-9 15/16""","78'-8 1/2""","0'-0""",270.00,,,,true
1,BCS Speaker,"-1383'-1 1/8""","66'-8 9/16""","0'-0""",0.00,,,,true
1,F3,"-1376'-3 11/16""","56'-9 1/4""","0'-0""",0.00,,,,true
1,F3,"-1382'-3 11/16""","56'-9 1/4""","0'-0""",0.00,,,,true
1,F3,"-1389'-1 1/8""","76'-8 9/16""","0'-0""",0.00,,,,true
1,10' length,"-1393'-6 13/16""","124'-11 5/8""","0'-0""",90.00,,,,true
1,10' length,"-1393'-6 13/16""","109'-5 5/16""","0'-0""",90.00,,,,true
1,Treadmill (T5X-5PL-PF),"-1389'-6 1/2""","121'-2 7/8""","0'-0""",0.00,,,,true
1,vending machine,"-1392'-0 11/16""","60'-10 9/16""","0'-0""",0.00,,,,true
1,PF_Plan Computer,"-1401'-4 3/8""","69'-2 3/8""","0'-0""",225.00,,,,true
1,RECTANG,"-1401'-5 1/16""","68'-9 3/8""","0'-0""",90.01,,,,true
1,RECTANG,"-1400'-9 13/16""","69'-4 5/8""","0'-0""",90.01,,,,true
1,RECTANG,"-1400'-9 13/16""","69'-5 5/8""","0'-0""",90.01,,,,true
1,PF_Plan Computer,"-1401'-4 3/8""","71'-9 3/8""","0'-0""",225.00,,,,true
1,RECTANG,"-1401'-5 1/16""","71'-4 3/8""","0'-0""",90.01,,,,true
1,65tv,"-1393'-8 5/16""","71'-1 5/16""","0'-0""",90.00,,,,true
1,RECTANG,"-1400'-9 13/16""","71'-11 5/8""","0'-0""",90.01,,,,true
1,PF_Plan Phone,"-1401'-0 1/8""","65'-11 11/16""","0'-0""",270.00,,,,true
1,PF_Plan TMAX,"-1395'-5 3/8""","64'-8 3/8""","0'-0""",180.00,,,,true
1,PF_Plan Phone,"-1395'-5 1/2""","65'-10 1/16""","0'-0""",270.00,,,,true
1,vending machine,"-1393'-3 9/16""","53'-5 3/8""","0'-0""",90.00,,,,true
1,vending machine,"-1393'-3 9/16""","56'-9 1/8""","0'-0""",90.00,,,,true
1,70tv,"-1395'-5 9/16""","70'-5 7/8""","0'-0""",270.00,,,,true
1,ADA Door,"-1344'-2 5/16""","61'-7 11/16""","0'-0""",180.00,,,,true
1,RECTANG,"-1400'-9 13/16""","72'-0 5/8""","0'-0""",90.01,,,,true
1,Swing-90,"-1347'-3 1/16""","61'-11 1/4""","0'-0""",0.00,,,,true
1,SmarteCarte Massage Chair,"-1386'-5 13/16""","72'-9 15/16""","0'-0""",180.00,,,,true
1,CRYO,"-1375'-8 7/8""","76'-1 13/16""","0'-0""",0.00,,,,true
1,Elec Panels,"-1422'-11 1/8""","179'-9 1/16""","0'-0""",270.00,,,,true
1,Electrical Panelboard (Flush-Mounted),"-1422'-11 1/8""","179'-9 1/16""","0'-0""",270.00,,,,true
1,Elec Panels,"-1422'-11 1/8""","181'-6 13/16""","0'-0""",270.00,,,,true
1,Electrical Panelboard (Flush-Mounted),"-1422'-11 1/8""","181'-6 13/16""","0'-0""",270.00,,,,true
1,Elec Panels,"-1422'-11 1/8""","183'-4 9/16""","0'-0""",270.00,,,,true
1,Electrical Panelboard (Flush-Mounted),"-1422'-11 1/8""","183'-4 9/16""","0'-0""",270.00,,,,true
1,EX'G DOOR,"-1401'-4 3/8""","176'-10 1/4""","0'-0""",0.00,,,,true
1,SmarteCarte Massage Chair,"-1386'-5 11/16""","69'-4 13/16""","0'-0""",180.00,,,,true
1,HM62B_Up tanning,"-1358'-10 15/16""","53'-7 1/8""","0'-0""",270.00,,,,true
1,HANDISYM,"-1372'-3 1/16""","94'-0 5/16""","0'-0""",270.00,,,,true
1,HANDISYM,"-1372'-3 1/16""","95'-0 5/16""","0'-0""",270.00,,,,true
1,HANDISYM,"-1372'-3 1/16""","96'-0 5/16""","0'-0""",270.00,,,,true
1,HANDISYM,"-1372'-3 1/16""","97'-0 5/16""","0'-0""",270.00,,,,true
1,FURN,"-1402'-0 1/2""","54'-9 13/16""","0'-0""",0.00,,,,true
1,10' length,"-1393'-6 13/16""","144'-11 5/8""","0'-0""",90.00,,,,true
1,Starline JBox,"-1393'-6 7/8""","119'-5 5/8""","0'-0""",90.00,,,,true
1,HANDISYM,"-1372'-3 1/16""","93'-0 5/16""","0'-0""",270.00,,,,true
1,Anno_Circle,"-1505'-4 3/16""","71'-3 3/16""","0'-0""",180.00,,,,true
1,ADA Door,"-1351'-7 3/16""","61'-7 11/16""","0'-0""",180.00,,,,true
1,ADA Door,"-1359'-0 1/16""","61'-7 11/16""","0'-0""",180.00,,,,true
1,Leg Extension (G7S71-5PL-PF),"-1433'-8 5/16""","148'-5 1/4""","0'-0""",0.00,,,,true
1,Leg Press (G7S70-5PL-PF),"-1440'-4 5/16""","158'-7 1/8""","0'-0""",180.00,,,,true
1,Pec fly. rear Delt (G7S22-5PL-PF),"-1441'-0""","140'-6 1/2""","0'-0""",270.00,,,,true
1,Row. Rear Deltoid (G7S34-5PL-PF),"-1440'-0 11/16""","2414'-3 7/8""","0'-0""",180.00,,,,true
1,Seated Leg Curl (G7S72-5PL-PF),"-1440'-7 1/16""","149'-0""","0'-0""",0.00,,,,true
1,Triceps Curl (G3S45-5PL-PF),"-1433'-9 7/8""","90'-8 1/2""","0'-0""",0.00,,,,true
1,Triceps Press (G7S42-5PL-PF),"-1439'-7 3/8""","24'-5 15/16""","0'-0""",0.00,,,,true
1,Lat Pull down (G7S33-5PL-PF),"-1434'-2 3/8""","42642'-5""","0'-0""",180.00,,,,true
1,Weight Tree (G3-FW94-5PL-PF),"-1464'-3 7/16""","96'-6 13/16""","0'-0""",90.00,,,,true
1,Total Gym Pullup,"-1369'-1 5/16""","146'-0 5/8""","0'-0""",90.03,,,,true
1,Shoulder Press (G7S23-5PL-PF),"-1439'-5 1/2""","108'-2 3/4""","0'-0""",180.00,,,,true
1,Lat Pull down (G7S33-5PL-PF),"-1434'-1 11/16""","42632'-2 3/16""","0'-0""",180.00,,,,true
1,Row. Rear Deltoid (G7S34-5PL-PF),"-1434'-3""","-2183'-9 1/4""","0'-0""",0.00,,,,true
1,Chest Press (G7S13-5PL-PF),"-1439'-11""","123'-5 1/4""","0'-0""",0.00,,,,true
1,Leg Extension (G7S71-5PL-PF),"-1433'-8 3/8""","165'-7 7/8""","0'-0""",0.00,,,,true
1,Leg Press (G7S70-5PL-PF),"-1433'-10 1/8""","158'-3 1/4""","0'-0""",0.00,,,,true
1,Duel Adj. Pulley (VS-VFT-5PL-PF),"-1447'-4 5/8""","128'-8 1/16""","0'-0""",270.00,,,,true
1,Swing-90,"-1354'-7 15/16""","61'-11 1/4""","0'-0""",0.00,,,,true
1,Bicep Curl (G7S40-5PL-PF),"-1439'-11 1/4""","99'-1 1/16""","0'-0""",180.00,,,,true
1,Calf Extension (G7S77-5PL-PF),"-1433'-9 13/16""","141'-9""","0'-0""",0.00,,,,true
1,Swing-90,"-1362'-0 13/16""","61'-11 1/4""","0'-0""",0.00,,,,true
1,CLEARANCE,"-1386'-9 11/16""","75'-8 1/16""","0'-0""",90.00,,,,true
1,HM62A,"-1339'-11 1/8""","56'-4""","0'-0""",270.00,,,,true
1,HM62E Hybrid Tanning Booth,"-1351'-5 1/4""","54'-2 1/2""","0'-0""",180.00,,,,true
1,HM63C,"-1387'-11 5/16""","56'-0 13/16""","0'-0""",270.00,,,,true
1,SW_NOTE_0,"-1387'-11 5/16""","56'-0 13/16""","0'-0""",270.00,,,,true
1,65tv,"-1395'-1 5/16""","55'-1 1/4""","0'-0""",270.00,,,,true
1,Chest Press (G7S13-5PL-PF),"-1439'-11""","133'-7 5/8""","0'-0""",0.00,,,,true
1,HM63C,"-1364'-8 1/8""","56'-0 13/16""","0'-0""",270.00,,,,true
1,HM63C,"-1380'-11 5/8""","53'-5 11/16""","0'-0""",0.00,,,,true
1,SW_NOTE_0,"-1379'-11 1/16""","51'-3 3/4""","0'-0""",0.00,,,,true
1,HM63C,"-1371'-7 3/4""","53'-5 11/16""","0'-0""",0.00,,,,true
1,SW_NOTE_0,"-1370'-7 3/16""","51'-3 3/4""","0'-0""",0.00,,,,true
1,CRYO,"-1375'-8 7/8""","70'-3 9/16""","0'-0""",0.00,,,,true
1,Back Extension (G7S52-5PL-PF),"-1434'-2 5/16""","80'-4""","0'-0""",180.00,,,,true
1,Bicep Curl (G3S40-5PL-PF),"-1435'-0 15/16""","97'-9 1/8""","0'-0""",0.00,,,,true
1,SW_NOTE_0,"-1364'-8 1/8""","56'-0 13/16""","0'-0""",270.00,,,,true
1,Anno_Circle,"-1505'-4 3/16""","92'-4 3/16""","0'-0""",180.00,,,,true
1,Anno_Circle,"-1505'-4 3/16""","113'-4 9/16""","0'-0""",180.00,,,,true
1,Anno_Circle,"-1505'-4 3/16""","134'-4 3/8""","0'-0""",180.00,,,,true
1,Water Closets and Urinals,"-1379'-2""","197'-10 1/8""","0'-0""",180.00,,,,true
1,Water Closets and Urinals,"-1371'-2 3/8""","196'-4 7/8""","0'-0""",0.00,,,,true
1,Sinks and Lavatories,"-1371'-7 15/16""","197'-7 5/8""","0'-0""",0.00,,,,true
1,Sinks and Lavatories,"-1369'-6 3/8""","197'-7 5/8""","0'-0""",0.00,,,,true
1,Grab Rail,"-1382'-7 13/16""","195'-0 3/16""","0'-0""",0.00,,,,true
1,Grab Rail,"-1383'-5 3/4""","193'-7 1/16""","0'-0""",90.00,,,,true
1,Floor Drain,"-1376'-10 11/16""","195'-10 3/8""","0'-0""",0.00,,,,true
1,Water Closets and Urinals,"-1382'-2 9/16""","197'-10 1/8""","0'-0""",180.00,,,,true
1,Grab Rail,"-1383'-5 3/16""","200'-10 3/4""","0'-0""",90.00,,,,true
1,Sinks and Lavatories,"-1369'-5 13/16""","196'-7 7/16""","0'-0""",180.00,,,,true
1,Grab Rail,"-1382'-5 5/8""","199'-2 13/16""","0'-0""",180.00,,,,true
1,Floor Drain,"-1370'-3 3/16""","206'-2""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1376'-9 1/4""","185'-9 3/8""","0'-0""",90.00,,,,true
1,MOP SINK,"-1383'-9""","177'-9 11/16""","0'-0""",180.00,,,,true
1,wh02,"-1383'-8 3/8""","182'-11 3/16""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1395'-0 7/16""","186'-6 5/16""","0'-0""",270.00,,,,true
1,Sinks and Lavatories,"-1371'-7 7/16""","196'-7 7/16""","0'-0""",180.00,,,,true
1,Exit Sign,"-1398'-7""","177'-0 11/16""","0'-0""",0.00,,,,true
1,Water Closets and Urinals,"-1387'-3 7/8""","197'-10 1/8""","0'-0""",180.00,,,,true
1,Water Closets and Urinals,"-1379'-0 1/8""","196'-4 7/8""","0'-0""",0.00,,,,true
1,SINKB-flat-6,"217'-11 11/16""","-20'-5 5/8""","0'-0""",0.00,,,,true
1,ELLIPSE-flat-7,"216'-6 1/8""","-19'-8 1/8""","0'-0""",0.00,,,,true
1,WALLWC-flat-1,"217'-11 11/16""","-18'-3 3/16""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1338'-11 7/8""","188'-6 7/8""","0'-0""",270.00,,,,true
1,EX'G DOOR,"-1338'-11 7/8""","189'-11 1/8""","0'-0""",270.00,,,,true
1,Floor Drain,"-1333'-8 1/4""","206'-6 1/16""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1339'-9 5/8""","176'-10 1/4""","0'-0""",0.00,,,,true
1,Water Closets and Urinals,"-1373'-11 7/16""","196'-4 7/8""","0'-0""",0.00,,,,true
1,Exit Sign,"-1341'-2 15/16""","177'-0 11/16""","0'-0""",0.00,,,,true
1,Sinks and Lavatories,"-1360'-8 9/16""","207'-1 5/8""","0'-0""",90.00,,,,true
1,Water Fountain,"-1368'-5 5/16""","188'-10 1/4""","0'-0""",90.00,,,,true
1,Water Fountain,"-1368'-5 5/16""","190'-6 1/8""","0'-0""",90.00,,,,true
1,EX'G DOOR,"-1361'-2 1/4""","192'-10 5/16""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1375'-10 7/16""","186'-8 5/8""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1375'-9 3/8""","176'-10 1/4""","0'-0""",0.00,,,,true
1,Exit Sign,"-1374'-4 13/16""","177'-0 11/16""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1360'-3 11/16""","185'-5 13/16""","0'-0""",270.00,,,,true
1,EX'G DOOR,"-1399'-11 9/16""","176'-10 1/4""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1399'-10 3/4""","187'-4 9/16""","0'-0""",0.00,,,,true
1,EX'G DOOR,"-1416'-6 5/16""","192'-11 1/16""","0'-0""",90.00,,,,true
1,EX'G DOOR,"-1437'-4 3/16""","58'-2 13/16""","0'-0""",180.00,,,,true
